TicketID,ApartmentNumber,IssueDescription,Priority,DateReported,Status
2693,241,Painting required,Low,2025-05-14,Open
2694,342,No hot water,Medium,2025-08-29,Open
2695,188,Air conditioning not cooling,Low,2025-07-04,Closed
2696,183,No hot water,High,2025-07-09,Open
2697,238,No hot water,Low,2025-01-11,Closed
2698,143,No hot water,Medium,2025-01-01,Open
2699,263,Leaky faucet,High,2025-02-03,Closed
2700,315,Leaky faucet,High,2025-05-15,Open
2701,290,Doorbell not working,Medium,2025-09-23,In Progress
2702,395,Garage door malfunction,Medium,2025-05-07,Closed
2703,304,Air conditioning not cooling,High,2025-05-12,Closed
2704,145,No hot water,Low,2025-07-04,Closed
2705,280,Noise complaint,Low,2025-06-23,Open
2706,384,Leaky faucet,Medium,2025-09-19,Open
2707,351,Leaky faucet,Low,2025-01-10,Open
2708,322,Light fixture flickering,Low,2025-10-26,In Progress
2709,304,Heater not working,Low,2025-04-21,Open
2710,142,No hot water,Low,2025-10-05,Closed
2711,185,Heater not working,Low,2025-10-28,In Progress
2712,319,Painting required,High,2025-10-23,Closed
2713,349,Light fixture flickering,Medium,2025-08-26,Open
2714,165,Noise complaint,Medium,2025-10-26,Closed
2715,271,Broken window,High,2025-07-16,Open
2716,261,Heater not working,Medium,2025-07-07,Open
2717,212,Leaky faucet,Low,2025-01-18,In Progress
2718,117,Heater not working,High,2025-04-08,Open
2719,102,Light fixture flickering,Low,2025-07-20,In Progress
2720,221,Air conditioning not cooling,Low,2025-06-10,Open
2721,192,Mold in bathroom,Low,2025-05-29,Open
2722,238,Light fixture flickering,Medium,2025-08-10,In Progress
2723,285,Pest control,Medium,2025-09-14,In Progress
2724,108,Garage door malfunction,Low,2025-09-18,In Progress
2725,186,Air conditioning not cooling,High,2025-02-03,Open
2726,153,Noise complaint,Low,2025-09-29,In Progress
2727,314,Light fixture flickering,Low,2025-03-08,Open
2728,340,Faulty door lock,Medium,2025-03-17,Open
2729,243,Pest control,Low,2025-04-21,Closed
2730,134,Leaky faucet,Low,2025-11-25,Open
2731,155,Faulty door lock,High,2025-03-18,Closed
2732,174,Broken window,Medium,2025-07-14,In Progress
2733,386,Faulty door lock,High,2025-06-29,Open
2734,314,Mold in bathroom,Low,2025-01-02,Open
2735,127,Garage door malfunction,Low,2025-04-21,Closed
2736,207,Pest control,High,2025-01-09,In Progress
2737,123,Roof leak,Low,2025-09-20,Closed
2738,210,Pest control,Low,2025-06-09,Closed
2739,148,Faulty door lock,Low,2025-01-24,Open
2740,360,Pest control,Medium,2025-07-19,In Progress
2741,305,Heater not working,Low,2025-03-26,Open
2742,251,Faulty door lock,Medium,2025-08-11,In Progress
2743,277,Doorbell not working,Low,2025-01-07,Open
2744,328,Faulty door lock,Medium,2025-11-13,Open
2745,309,Doorbell not working,Medium,2025-03-17,Open
2746,131,Painting required,Low,2025-01-14,Closed
2747,394,Leaky faucet,Medium,2025-02-16,Open
2748,320,Broken window,Low,2025-04-24,In Progress
2749,351,Light fixture flickering,High,2025-08-19,Closed
2750,396,Painting required,Low,2025-08-31,Open
2751,155,No hot water,Medium,2025-07-01,Closed
2752,327,Light fixture flickering,Low,2025-09-02,Open
2753,116,Faulty door lock,Low,2025-07-22,Closed
2754,385,Leaky faucet,Medium,2025-07-20,Closed
2755,130,Roof leak,Low,2025-01-03,In Progress
2756,149,Pest control,Low,2025-04-24,Closed
2757,266,Clogged drain,High,2025-03-09,In Progress
2758,357,Leaky faucet,Low,2025-06-13,In Progress
2759,191,Mold in bathroom,Low,2025-12-15,Closed
2760,206,Light fixture flickering,High,2025-03-05,Closed
2761,239,Clogged drain,Low,2025-03-25,Open
2762,107,Noise complaint,Low,2025-08-25,In Progress
2763,305,Broken window,Low,2025-07-22,Open
2764,249,Mold in bathroom,Low,2025-11-08,Open
2765,132,Pest control,Low,2025-09-11,Open
2766,137,Roof leak,Medium,2025-02-06,Open
2767,330,Broken window,High,2025-10-21,In Progress
2768,145,Noise complaint,Low,2025-10-20,Open
2769,367,Light fixture flickering,Medium,2025-07-05,Closed
2770,344,Doorbell not working,High,2025-02-01,Open
2771,233,Pest control,Low,2025-09-09,Open
2772,303,Air conditioning not cooling,Medium,2025-06-23,Closed
2773,176,No hot water,Low,2025-09-15,In Progress
2774,266,Heater not working,Medium,2025-09-27,In Progress
2775,352,Pest control,Low,2025-10-24,In Progress
2776,163,Noise complaint,Medium,2025-04-08,Open
2777,194,Doorbell not working,High,2025-03-14,In Progress
2778,346,Painting required,Low,2025-08-07,Closed
2779,213,Painting required,Low,2025-09-17,Open
2780,148,Leaky faucet,Low,2025-09-27,In Progress
2781,209,Garage door malfunction,High,2025-11-01,Closed
2782,217,Clogged drain,Medium,2025-04-25,In Progress
2783,355,No hot water,High,2025-08-14,In Progress
2784,309,Light fixture flickering,Medium,2025-03-19,In Progress
2785,240,Garage door malfunction,Low,2025-10-01,Closed
2786,339,Noise complaint,Medium,2025-02-12,In Progress
2787,104,Leaky faucet,Low,2025-07-01,Closed
2788,331,Mold in bathroom,Low,2025-01-21,Closed
2789,209,Garage door malfunction,Medium,2025-10-06,Closed
2790,288,Doorbell not working,Medium,2025-01-28,Closed
2791,254,No hot water,High,2025-08-24,In Progress
2792,248,Noise complaint,High,2025-04-01,Open
2793,293,Painting required,Medium,2025-02-27,Open
2794,113,No hot water,Medium,2025-11-27,In Progress
2795,107,Broken window,Low,2025-05-22,Closed
2796,345,Leaky faucet,Medium,2025-05-27,Closed
2797,208,Doorbell not working,Medium,2025-08-04,In Progress
2798,369,Heater not working,Low,2025-06-18,Open
2799,247,Heater not working,Low,2025-03-17,Closed
2800,317,Air conditioning not cooling,Medium,2025-10-15,Open
2801,111,Garage door malfunction,Low,2025-07-25,Open
2802,334,Broken window,Low,2025-03-30,Closed
2803,339,No hot water,Low,2025-06-04,In Progress
2804,107,Light fixture flickering,Medium,2025-01-23,Open
2805,138,Doorbell not working,Medium,2025-06-25,In Progress
2806,266,Clogged drain,Low,2025-12-10,Closed
2807,112,Noise complaint,High,2025-05-12,Open
2808,142,Doorbell not working,Medium,2025-03-27,Closed
2809,304,Air conditioning not cooling,High,2025-10-13,Closed
2810,130,Heater not working,Low,2025-10-20,Closed
2811,192,Air conditioning not cooling,Low,2025-11-10,Closed
2812,202,Faulty door lock,High,2025-01-14,Closed
2813,329,Broken window,High,2025-11-15,In Progress
2814,171,Garage door malfunction,High,2025-05-27,Closed
2815,302,Clogged drain,Medium,2025-03-01,Closed
2816,139,Noise complaint,Low,2025-03-27,Closed
2817,375,Doorbell not working,High,2025-08-24,In Progress
2818,160,Leaky faucet,Medium,2025-06-01,Open
2819,355,Faulty door lock,Medium,2025-04-14,In Progress
2820,276,Faulty door lock,Medium,2025-10-30,Open
2821,272,Broken window,Low,2025-04-23,Open
2822,204,Noise complaint,Low,2025-10-03,In Progress
2823,180,Faulty door lock,Medium,2025-12-15,In Progress
2824,361,Heater not working,High,2025-05-22,In Progress
2825,106,Noise complaint,High,2025-04-27,Closed
2826,112,Broken window,Low,2025-07-22,Closed
2827,213,No hot water,Low,2025-06-03,Closed
2828,345,Broken window,High,2025-12-17,In Progress
2829,201,Garage door malfunction,Medium,2025-11-03,Closed
2830,134,Noise complaint,Low,2025-09-09,Closed
2831,286,Faulty door lock,Medium,2025-08-30,Open
2832,215,Garage door malfunction,Low,2025-10-22,Open
2833,214,Mold in bathroom,High,2025-07-02,Closed
2834,133,Heater not working,Medium,2025-06-25,Open
2835,349,Leaky faucet,Medium,2025-05-18,Closed
2836,142,Broken window,Medium,2025-03-16,Open
2837,355,Broken window,Low,2025-06-10,Closed
2838,386,Pest control,Low,2025-05-29,Closed
2839,259,No hot water,High,2025-08-21,In Progress
2840,229,Clogged drain,Medium,2025-02-22,Closed
2841,122,Heater not working,Low,2025-05-10,Closed
2842,205,Pest control,Medium,2025-06-11,In Progress
2843,274,Painting required,Medium,2025-02-01,In Progress
2844,179,Doorbell not working,Medium,2025-12-30,Open
2845,130,Heater not working,Low,2025-10-22,Closed
2846,397,Heater not working,Medium,2025-03-11,Closed
2847,305,No hot water,Low,2025-08-12,In Progress
2848,301,Heater not working,Low,2025-07-25,Closed
2849,298,Air conditioning not cooling,High,2025-11-02,In Progress
2850,124,Leaky faucet,Low,2025-11-09,In Progress
2851,248,Clogged drain,Medium,2025-03-17,Open
2852,117,Clogged drain,Low,2025-04-09,Closed
2853,304,Air conditioning not cooling,Low,2025-03-01,Open
2854,297,No hot water,High,2025-10-11,In Progress
2855,369,Clogged drain,Medium,2025-09-18,In Progress
2856,342,Pest control,Low,2025-10-17,Open
2857,362,Clogged drain,Low,2025-03-22,Closed
2858,223,Air conditioning not cooling,Low,2025-05-04,Closed
2859,354,Clogged drain,Low,2025-06-10,In Progress
2860,168,Pest control,Medium,2025-03-20,Open
2861,156,Garage door malfunction,Medium,2025-07-31,Open
2862,236,Doorbell not working,High,2025-05-12,Open
2863,311,Garage door malfunction,Medium,2025-07-23,Closed
2864,320,Heater not working,Low,2025-08-25,Closed
2865,256,Doorbell not working,Medium,2025-04-18,In Progress
2866,316,Garage door malfunction,Low,2025-07-20,In Progress
2867,159,Roof leak,Medium,2025-12-02,Closed
2868,202,Broken window,Medium,2025-12-06,Closed
2869,232,Light fixture flickering,Low,2025-02-10,Closed
2870,272,Light fixture flickering,Medium,2025-03-02,Open
2871,299,Light fixture flickering,Low,2025-09-30,Closed
2872,121,Pest control,High,2025-06-07,Closed
2873,382,Doorbell not working,Medium,2025-08-25,Closed
2874,127,No hot water,Low,2025-08-01,Closed
2875,101,Heater not working,Low,2025-07-15,Open
2876,371,Painting required,Low,2025-08-06,In Progress
2877,388,Pest control,Low,2025-09-03,Open
2878,314,Heater not working,Medium,2025-02-14,Open
2879,359,Roof leak,Low,2025-04-02,In Progress
2880,153,Clogged drain,Medium,2025-07-12,Open
2881,312,Garage door malfunction,Low,2025-02-25,Closed
2882,273,Air conditioning not cooling,Medium,2025-09-26,Closed
2883,188,Doorbell not working,Low,2025-11-05,Open
2884,354,Light fixture flickering,Medium,2025-05-02,Closed
2885,154,Faulty door lock,High,2025-01-10,Open
2886,174,Pest control,Low,2025-11-25,In Progress
2887,242,Mold in bathroom,High,2025-10-27,In Progress
2888,328,Faulty door lock,Medium,2025-02-22,Closed
2889,370,Leaky faucet,Low,2025-08-02,Open
2890,281,Heater not working,Low,2025-01-01,Open
2891,224,Noise complaint,Low,2025-03-15,In Progress
2892,320,Noise complaint,Low,2025-03-28,Open
2893,395,Heater not working,Low,2025-09-09,Open
2894,310,Heater not working,Medium,2025-10-13,In Progress
2895,146,Air conditioning not cooling,Low,2025-12-14,Closed
2896,126,Light fixture flickering,Low,2025-03-16,In Progress
2897,259,Pest control,High,2025-12-01,In Progress
2898,114,Light fixture flickering,High,2025-08-20,Open
2899,366,Clogged drain,Medium,2025-12-15,Open
2900,154,Noise complaint,Medium,2025-03-03,Open
2901,363,Light fixture flickering,Low,2025-01-21,Closed
2902,103,Noise complaint,Low,2025-10-15,In Progress
2903,196,Roof leak,High,2025-08-29,Closed
2904,170,Pest control,High,2025-10-06,In Progress
2905,230,Pest control,Medium,2025-11-21,Closed
2906,258,Broken window,Medium,2025-04-11,In Progress
2907,153,Painting required,Medium,2025-01-26,In Progress
2908,358,Doorbell not working,Low,2025-01-18,Closed
2909,345,Broken window,High,2025-05-12,Closed
2910,374,Air conditioning not cooling,Medium,2025-06-02,In Progress
2911,348,Leaky faucet,High,2025-06-12,Closed
2912,201,Broken window,Medium,2025-06-10,In Progress
2913,308,Faulty door lock,Low,2025-05-11,In Progress
2914,221,Noise complaint,Low,2025-10-15,In Progress
2915,348,Heater not working,Medium,2025-05-30,Open
2916,172,Light fixture flickering,Low,2025-09-01,Open
2917,249,Faulty door lock,Low,2025-01-08,In Progress
2918,266,Light fixture flickering,Low,2025-02-09,Open
2919,375,Faulty door lock,Low,2025-10-13,In Progress
2920,218,Roof leak,High,2025-04-26,Closed
2921,216,Leaky faucet,Medium,2025-12-05,Open
2922,222,Air conditioning not cooling,Low,2025-01-09,Open
2923,272,Noise complaint,High,2025-11-16,Open
2924,145,Air conditioning not cooling,High,2025-02-10,Closed
2925,133,Faulty door lock,Low,2025-09-28,In Progress
2926,365,Air conditioning not cooling,High,2025-09-24,Closed
2927,362,Mold in bathroom,High,2025-12-24,In Progress
2928,269,Garage door malfunction,Medium,2025-06-30,In Progress
2929,308,Noise complaint,Medium,2025-04-15,Open
2930,190,Roof leak,Medium,2025-11-02,Open
2931,289,Heater not working,Medium,2025-01-05,Open
2932,198,Pest control,High,2025-08-29,Open
2933,299,Broken window,Low,2025-01-10,Closed
2934,307,Clogged drain,Low,2025-08-22,Closed
2935,191,Painting required,Medium,2025-07-04,Closed
2936,192,Pest control,Low,2025-12-09,Closed
2937,356,Doorbell not working,Medium,2025-10-26,In Progress
2938,103,Heater not working,Low,2025-12-14,Closed
2939,226,Leaky faucet,Medium,2025-11-20,In Progress
2940,306,Mold in bathroom,Low,2025-05-31,Closed
2941,144,Garage door malfunction,Low,2025-03-16,Closed
2942,287,Painting required,Medium,2025-07-27,Closed
2943,240,Faulty door lock,Low,2025-11-23,In Progress
2944,355,Noise complaint,High,2025-06-21,Closed
2945,135,Noise complaint,Low,2025-07-31,In Progress
2946,317,Mold in bathroom,Low,2025-06-29,In Progress
2947,312,Doorbell not working,Low,2025-02-03,In Progress
2948,284,Mold in bathroom,Low,2025-10-13,Closed
2949,240,Clogged drain,Low,2025-04-13,Closed
2950,137,Faulty door lock,High,2025-06-06,Closed
2951,371,Roof leak,Medium,2025-02-16,Open
2952,110,Noise complaint,Low,2025-05-06,In Progress
2953,104,Faulty door lock,Low,2025-07-14,Open
2954,388,Garage door malfunction,Low,2025-06-20,Open
2955,304,Roof leak,High,2025-04-06,In Progress
2956,104,No hot water,Medium,2025-07-26,In Progress
2957,211,Painting required,High,2025-03-18,Open
2958,392,Roof leak,Low,2025-06-04,In Progress
2959,304,Heater not working,Medium,2025-07-18,Open
2960,165,Garage door malfunction,High,2025-06-14,Closed
2961,270,Leaky faucet,Low,2025-04-09,Open
2962,103,Leaky faucet,Low,2025-07-31,Closed
2963,172,Air conditioning not cooling,Low,2025-08-17,Closed
2964,344,Light fixture flickering,Low,2025-08-17,Open
2965,212,Heater not working,High,2025-05-29,In Progress
2966,198,Garage door malfunction,Low,2025-08-23,In Progress
2967,167,Leaky faucet,Low,2025-12-27,Open
2968,360,Faulty door lock,Low,2025-12-26,Open
2969,192,Leaky faucet,High,2025-03-11,Open
2970,331,Pest control,Medium,2025-08-25,In Progress
2971,103,No hot water,Low,2025-01-22,Closed
2972,150,Garage door malfunction,Low,2025-05-30,Closed
2973,220,Garage door malfunction,Medium,2025-03-31,Closed
2974,186,Pest control,Medium,2025-06-25,In Progress
2975,136,Leaky faucet,Low,2025-06-29,Open
2976,292,Broken window,High,2025-11-18,Closed
2977,150,Doorbell not working,High,2025-08-17,In Progress
2978,145,Broken window,Low,2025-08-24,Open
2979,345,Roof leak,Medium,2025-11-02,In Progress
2980,105,Pest control,Low,2025-07-21,Open
2981,130,Leaky faucet,Medium,2025-05-29,Open
2982,328,Roof leak,Low,2025-06-18,Open
2983,251,Mold in bathroom,Low,2025-06-14,Open
2984,359,Roof leak,Medium,2025-07-21,Closed
2985,246,Faulty door lock,High,2025-02-12,In Progress
2986,377,Broken window,High,2025-11-10,Open
2987,224,Mold in bathroom,Low,2025-11-17,In Progress
2988,220,Heater not working,High,2025-01-30,Open
2989,342,Roof leak,High,2025-11-25,Open
2990,112,Broken window,High,2025-06-07,Closed
2991,346,Light fixture flickering,Low,2025-07-12,In Progress
2992,333,Clogged drain,High,2025-02-17,In Progress
2993,108,No hot water,Medium,2025-01-04,Closed
2994,151,Light fixture flickering,Medium,2025-11-05,Open
2995,201,Pest control,Medium,2025-02-05,Closed
2996,123,Light fixture flickering,Low,2025-05-09,In Progress
2997,268,No hot water,Low,2025-11-28,Closed
2998,391,Leaky faucet,Low,2025-01-15,Open
2999,250,Light fixture flickering,High,2025-11-06,In Progress
3000,294,Air conditioning not cooling,Low,2025-11-08,In Progress
